Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,249,249,249,249
maximum value,0.00126,0.02562,0.15543,0
minimum value,-0.04305,-0.00079,0.06213,0
0.000000,-0.02822,-0.00060,0.09307,0
0.100000,-0.01364,-0.00041,0.09315,0
0.200000,-0.01389,0.01251,0.09328,0
0.300000,-0.01389,0.01251,0.09328,0
0.400000,-0.01389,0.01251,0.09328,0
0.500000,-0.02822,-0.00060,0.09307,0
0.600000,-0.01358,0.01244,0.12435,0
0.700000,-0.01389,0.01251,0.09328,0
0.800000,-0.01364,-0.00041,0.09315,0
0.900000,-0.02822,-0.00060,0.09307,0
1.000000,-0.01364,-0.00041,0.09315,0
1.100000,-0.01389,0.01251,0.09328,0
1.200000,-0.02816,0.01225,0.12428,0
1.300000,-0.02847,0.01232,0.09320,0
1.400000,-0.02816,0.01225,0.12428,0
1.500000,0.00069,0.01270,0.09336,0
1.600000,0.00069,0.01270,0.09336,0
1.700000,-0.01389,0.01251,0.09328,0
1.800000,-0.01414,0.02543,0.09341,0
1.900000,-0.01389,0.01251,0.09328,0
2.000000,-0.02847,0.01232,0.09320,0
2.100000,-0.01389,0.01251,0.09328,0
2.200000,-0.01420,0.01258,0.06220,0
2.300000,-0.01414,0.02543,0.09341,0
2.400000,0.00044,0.02562,0.09349,0
2.500000,-0.01420,0.01258,0.06220,0
2.600000,-0.01389,0.01251,0.09328,0
2.700000,0.00069,0.01270,0.09336,0
2.800000,-0.01420,0.01258,0.06220,0
2.900000,-0.01358,0.01244,0.12435,0
3.000000,-0.01389,0.01251,0.09328,0
3.100000,-0.01420,0.01258,0.06220,0
3.200000,-0.01414,0.02543,0.09341,0
3.300000,-0.01414,0.02543,0.09341,0
3.400000,0.00100,0.01263,0.12443,0
3.500000,-0.01358,0.01244,0.12435,0
3.600000,0.00100,0.01263,0.12443,0
3.700000,-0.01383,0.02536,0.12449,0
3.800000,0.00069,0.01270,0.09336,0
3.900000,-0.01326,0.01236,0.15543,0
4.000000,-0.01358,0.01244,0.12435,0
4.100000,-0.01383,0.02536,0.12449,0
4.200000,-0.01358,0.01244,0.12435,0
4.300000,-0.02816,0.01225,0.12428,0
4.400000,-0.01420,0.01258,0.06220,0
4.500000,-0.01389,0.01251,0.09328,0
4.600000,-0.01389,0.01251,0.09328,0
4.700000,-0.01389,0.01251,0.09328,0
